问题,SQL语句
青海海南在国际机场高速场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%国际机场高速%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海南在学校校园场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%学校校园%' AND ""宏站/室分"" = '宏站';"
青海海南在学校校园场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%学校校园%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海南在5A级景区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%5A级景区%' AND ""宏站/室分"" = '宏站';"
青海海南在5A级景区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%5A级景区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海南在省内高铁场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%省内高铁%' AND ""宏站/室分"" = '宏站';"
青海海南在省内高铁场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%省内高铁%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海南在家电电子卖场场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%家电电子卖场%' AND ""宏站/室分"" = '宏站';"
青海海南在家电电子卖场场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%家电电子卖场%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海南在休闲娱乐场所场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%休闲娱乐场所%' AND ""宏站/室分"" = '宏站';"
青海海南在休闲娱乐场所场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%休闲娱乐场所%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海南在行政村场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%行政村%' AND ""宏站/室分"" = '宏站';"
青海海南在行政村场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%行政村%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海南在会展中心场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%会展中心%' AND ""宏站/室分"" = '宏站';"
青海海南在会展中心场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%会展中心%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海南在厂园区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%厂园区%' AND ""宏站/室分"" = '宏站';"
青海海南在厂园区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""78类场景类型"" LIKE '%厂园区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海南使用中频的5G小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND (""频段（NR3500/NR2100/NR900)"" LIKE '%NR3500%' OR ""频段（NR3500/NR2100/NR900)"" LIKE '%NR2100%');"
青海海南在农村区域的小区总数是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""市县乡村"" = '农村';"
青海海南各场景下的小区数量分布情况如何？,"SELECT ""78类场景类型"", COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' GROUP BY ""78类场景类型"";"
青海海南的低频5G小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' AND ""频段（NR3500/NR2100/NR900)"" = 'NR900';"
统计青海海南分布在市区、县城、乡镇、农村的5G小区规模是多少？,"SELECT ""市县乡村"", COUNT(DISTINCT ""Cell Name"") as ""5G小区数"" FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' GROUP BY ""市县乡村"" ;"
统计青海海南的各厂商的5G小区规模是多少？,"SELECT ""归属厂商"", COUNT(DISTINCT ""Cell Name"") as ""5G小区数"" FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海南' GROUP BY ""归属厂商"" ;"
青海西宁在普通县城场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%普通县城%' AND ""宏站/室分"" = '宏站';"
青海西宁在普通县城场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%普通县城%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在县级市及以上长途汽车站及公交枢场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%县级市及以上长途汽车站及公交枢%' AND ""宏站/室分"" = '宏站';"
青海西宁在县级市及以上长途汽车站及公交枢场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%县级市及以上长途汽车站及公交枢%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在别墅区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%别墅区%' AND ""宏站/室分"" = '宏站';"
青海西宁在别墅区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%别墅区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在大型会展中心场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%大型会展中心%' AND ""宏站/室分"" = '宏站';"
青海西宁在大型会展中心场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%大型会展中心%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在工厂场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%工厂%' AND ""宏站/室分"" = '宏站';"
青海西宁在工厂场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%工厂%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在大型商业购物区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%大型商业购物区%' AND ""宏站/室分"" = '宏站';"
青海西宁在大型商业购物区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%大型商业购物区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在国际机场高速场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%国际机场高速%' AND ""宏站/室分"" = '宏站';"
青海西宁在国际机场高速场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%国际机场高速%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在学校校园场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%学校校园%' AND ""宏站/室分"" = '宏站';"
青海西宁在学校校园场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%学校校园%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在5A级景区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%5A级景区%' AND ""宏站/室分"" = '宏站';"
青海西宁在5A级景区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%5A级景区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在省内高铁场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%省内高铁%' AND ""宏站/室分"" = '宏站';"
青海西宁在省内高铁场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%省内高铁%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在家电电子卖场场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%家电电子卖场%' AND ""宏站/室分"" = '宏站';"
青海西宁在家电电子卖场场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%家电电子卖场%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在休闲娱乐场所场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%休闲娱乐场所%' AND ""宏站/室分"" = '宏站';"
青海西宁在休闲娱乐场所场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%休闲娱乐场所%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在行政村场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%行政村%' AND ""宏站/室分"" = '宏站';"
青海西宁在行政村场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%行政村%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在会展中心场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%会展中心%' AND ""宏站/室分"" = '宏站';"
青海西宁在会展中心场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%会展中心%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁在厂园区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%厂园区%' AND ""宏站/室分"" = '宏站';"
青海西宁在厂园区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""78类场景类型"" LIKE '%厂园区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海西宁使用中频的5G小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND (""频段（NR3500/NR2100/NR900)"" LIKE '%NR3500%' OR ""频段（NR3500/NR2100/NR900)"" LIKE '%NR2100%');"
青海西宁在农村区域的小区总数是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""市县乡村"" = '农村';"
青海西宁各场景下的小区数量分布情况如何？,"SELECT ""78类场景类型"", COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' GROUP BY ""78类场景类型"";"
青海西宁的低频5G小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' AND ""频段（NR3500/NR2100/NR900)"" = 'NR900';"
统计青海西宁分布在市区、县城、乡镇、农村的5G小区规模是多少？,"SELECT ""市县乡村"", COUNT(DISTINCT ""Cell Name"") as ""5G小区数"" FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' GROUP BY ""市县乡村"" ;"
统计青海西宁的各厂商的5G小区规模是多少？,"SELECT ""归属厂商"", COUNT(DISTINCT ""Cell Name"") as ""5G小区数"" FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '西宁' GROUP BY ""归属厂商"" ;"
青海海西在普通县城场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%普通县城%' AND ""宏站/室分"" = '宏站';"
青海海西在普通县城场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%普通县城%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在县级市及以上长途汽车站及公交枢场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%县级市及以上长途汽车站及公交枢%' AND ""宏站/室分"" = '宏站';"
青海海西在县级市及以上长途汽车站及公交枢场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%县级市及以上长途汽车站及公交枢%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在别墅区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%别墅区%' AND ""宏站/室分"" = '宏站';"
青海海西在别墅区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%别墅区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在大型会展中心场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%大型会展中心%' AND ""宏站/室分"" = '宏站';"
青海海西在大型会展中心场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%大型会展中心%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在工厂场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%工厂%' AND ""宏站/室分"" = '宏站';"
青海海西在工厂场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%工厂%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在大型商业购物区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%大型商业购物区%' AND ""宏站/室分"" = '宏站';"
青海海西在大型商业购物区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%大型商业购物区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在国际机场高速场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%国际机场高速%' AND ""宏站/室分"" = '宏站';"
青海海西在国际机场高速场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%国际机场高速%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在学校校园场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%学校校园%' AND ""宏站/室分"" = '宏站';"
青海海西在学校校园场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%学校校园%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在5A级景区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%5A级景区%' AND ""宏站/室分"" = '宏站';"
青海海西在5A级景区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%5A级景区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在省内高铁场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%省内高铁%' AND ""宏站/室分"" = '宏站';"
青海海西在省内高铁场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%省内高铁%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在家电电子卖场场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%家电电子卖场%' AND ""宏站/室分"" = '宏站';"
青海海西在家电电子卖场场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%家电电子卖场%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在休闲娱乐场所场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%休闲娱乐场所%' AND ""宏站/室分"" = '宏站';"
青海海西在休闲娱乐场所场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%休闲娱乐场所%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在行政村场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%行政村%' AND ""宏站/室分"" = '宏站';"
青海海西在行政村场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%行政村%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在会展中心场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%会展中心%' AND ""宏站/室分"" = '宏站';"
青海海西在会展中心场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%会展中心%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西在厂园区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%厂园区%' AND ""宏站/室分"" = '宏站';"
青海海西在厂园区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""78类场景类型"" LIKE '%厂园区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海西使用中频的5G小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND (""频段（NR3500/NR2100/NR900)"" LIKE '%NR3500%' OR ""频段（NR3500/NR2100/NR900)"" LIKE '%NR2100%');"
青海海西在农村区域的小区总数是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""市县乡村"" = '农村';"
青海海西各场景下的小区数量分布情况如何？,"SELECT ""78类场景类型"", COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' GROUP BY ""78类场景类型"";"
青海海西的低频5G小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' AND ""频段（NR3500/NR2100/NR900)"" = 'NR900';"
统计青海海西分布在市区、县城、乡镇、农村的5G小区规模是多少？,"SELECT ""市县乡村"", COUNT(DISTINCT ""Cell Name"") as ""5G小区数"" FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' GROUP BY ""市县乡村"" ;"
统计青海海西的各厂商的5G小区规模是多少？,"SELECT ""归属厂商"", COUNT(DISTINCT ""Cell Name"") as ""5G小区数"" FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海西' GROUP BY ""归属厂商"" ;"
青海海北在普通县城场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%普通县城%' AND ""宏站/室分"" = '宏站';"
青海海北在普通县城场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%普通县城%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在县级市及以上长途汽车站及公交枢场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%县级市及以上长途汽车站及公交枢%' AND ""宏站/室分"" = '宏站';"
青海海北在县级市及以上长途汽车站及公交枢场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%县级市及以上长途汽车站及公交枢%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
青海海北在别墅区场景下的宏站数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%别墅区%' AND ""宏站/室分"" = '宏站';"
青海海北在别墅区场景下的5G SA小区数量是多少？,"SELECT COUNT(DISTINCT ""Cell Name"") FROM ""5G基站工参"" WHERE 省分 = '青海' AND 城市 = '海北' AND ""78类场景类型"" LIKE '%别墅区%' AND ""网络制式（SA/NSA/SA&NSA）"" = 'SA';"
